Category,Message,TokenizedMessage,ProcessedMessage
"ham","Me sef dey laugh you. Meanwhile how's my darling anjie!","Me,sef,dey,laugh,you.,Meanwhile,how's,my,darling,anjie!","M sef dey laugh you. Meanwhil how' darl anjie!"
"ham","Mm i had my food da from out","Mm,i,had,my,food,da,from,out","Mm food da"
"ham","K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",""K,","makes","sense,","btw","carlos","is","being","difficult","so","you","guys","are","gonna","smoke","while","I","go","pick","up","the","second","batch","and","get","gas"","K, mak sense, btw carlo difficult guy gonna smok I go pick second batch get ga"
"ham","Did u download the fring app?","Did,u,download,the,fring,app?","Did u download fr app?"
"ham","The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible","The,2,oz,guy,is,being,kinda,flaky,but,one,friend,is,interested,in,picking,up,$,&lt;#&gt;,worth,tonight,if,possible","Th 2 oz guy kinda flaky on friend pick $ &lt;#&gt; worth tonight po"
"ham","Friends that u can stay on fb chat with","Friends,that,u,can,stay,on,fb,chat,with","Friend u stay fb chat"
"ham","Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",""Fuck","babe,","I","miss","you","sooooo","much","!!","I","wish","you","were","here","to","sleep","with","me","...","My","bed","is","so","lonely","...","I","go","now,","to","sleep","...","To","dream","of","you,","my","love","..."","Fuck babe, I sooooo much !! I wish sleep ... My b lon ... I go now, sleep ... To dream you, lov ..."
"ham","Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",""Living","is","very","simple..","Loving","is","also","simple..","Laughing","is","too","simple..","Winning","is","tooo","simple..","But,","being","'SIMPLE'","is","very","difficult..","Gud","nte.:-"","Liv simple.. Lov also simple.. Laugh simple.. Winn tooo simple.. But, 'SIMPLE' difficult.. Gud nte.:-"
"spam","U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599","U,have,a,secret,admirer,who,is,looking,2,make,contact,with,U-find,out,who,they,R*reveal,who,thinks,UR,so,special-call,on,09058094599","U secret admir look 2 mak contact U-find R*rev think UR special-call 09058094599"
"ham","Ah, well that confuses things, doesn‘t it?",""Ah,","well","that","confuses","things,","doesn‘t","it?"","Ah, well confu things, doesn‘t it?"
"spam","500 free text msgs. Just text ok to 80488 and we'll credit your account","500,free,text,msgs.,Just,text,ok,to,80488,and,we'll,credit,your,account","500 fr text msgs. Just text ok 80488 we'll credit account"
"ham","Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.","Hi,Dear,Call,me,its,urgnt.,I,don't,know,whats,your,problem.,You,don't,want,to,work,or,if,you,have,any,other,problem,at,least,tell,me.,Wating,for,your,reply.","Hi Dear Call urgnt. I know what problem. You want work problem least tell me. Wat ply."
"ham","Dear how you. Are you ok?","Dear,how,you.,Are,you,ok?","Dear you. Ar ok?"
"spam","You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",""You","have","been","selected","to","stay","in","1","of","250","top","British","hotels","-","FOR","NOTHING!","Holiday","Worth","£350!","To","Claim,","Call","London","02072069400.","Bx","526,","SW73SS"","You select stay 1 250 top British hotel - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
"ham","Yes princess! I want to make you happy...","Yes,princess!,I,want,to,make,you,happy...","Y princess! I want mak happy..."
"ham","Sounds like you have many talents! would you like to go on a dinner date next week?","Sounds,like,you,have,many,talents!,would,you,like,to,go,on,a,dinner,date,next,week?","Sound lik many talents! would lik go dinn dat next week?"
"ham","I am going to film 2day da. At 6pm. Sorry da.","I,am,going,to,film,2day,da.,At,6pm.,Sorry,da.","I go film 2day da. At 6pm. Sorry da."
"ham","We not watching movie already. Xy wants 2 shop so i'm shopping w her now.","We,not,watching,movie,already.,Xy,wants,2,shop,so,i'm,shopping,w,her,now.","W watch movi already. Xy want 2 shop i'm shopp w now."
"ham","Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss","Hello,my,little,party,animal!,I,just,thought,I'd,buzz,you,as,you,were,with,your,friends,...*grins*...,Reminding,you,were,loved,and,send,a,naughty,adoring,kiss","Hello littl party animal! I thought I'd buzz friend ...*grins*... Remind lov send naughty ador ki"
"ham","Yesterday its with me only . Now am going home.","Yesterday,its,with,me,only,.,Now,am,going,home.","Yesterday . Now go home."
"spam","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",""Eerie","Nokia","tones","4u,","rply","TONE","TITLE","to","8007","eg","TONE","DRACULA","to","8007","Titles:","GHOST,","ADDAMSFA,","MUNSTERS,","EXORCIST,","TWILIGHT","www.getzed.co.uk","POBox36504W45WQ","150p"","Eeri Nokia ton 4u, rp TONE TITLE 8007 eg TONE DRACULA 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
"ham","You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",""You","have","come","into","my","life","and","brought","the","sun","..Shiny","down","on","me,","warming","my","heart.","Putting","a","constant","smile","on","my","face","...","Making","me","feel","loved","and","cared","for"","You com lif brought sun ..Shiny me, warm heart. Putt constant smil fac ... Mak feel lov car"
"ham","No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",""No","shit,","but","I","wasn't","that","surprised,","so","I","went","and","spent","the","evening","with","that","french","guy","I","met","in","town","here","and","we","fooled","around","a","bit","but","I","didn't","let","him","fuck","me"","No shit, I surprised, I went spent even french guy I met town fool around t I let fuck"
"spam","0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",""0A$NETWORKS","allow","companies","to","bill","for","SMS,","so","they","are","responsible","for","their","""suppliers"",","just","as","a","shop","has","to","give","a","guarantee","on","what","they","sell.","B.","G."","0A$NETWORKS allow compan ll SMS, spon ""suppliers"", shop giv guarant sell. B. G."
"ham","Great comedy..cant stop laughing da:)","Great,comedy..cant,stop,laughing,da:)","Great comedy..cant stop laugh da:)"
"spam","FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242","FreeMsg:Feelin,kinda,lnly,hope,u,like,2,keep,me,company!,Jst,got,a,cam,moby,wanna,c,my,pic?Txt,or,reply,DATE,to,82242,Msg150p,2rcv,Hlp,08712317606,stop,to,82242","FreeMsg:Feelin kinda ln hop u lik 2 keep company! Jst got cam moby wanna c pic?Txt p DATE 82242 Msg150p 2rcv Hlp 08712317606 stop 82242"
"ham","Alright, we're all set here, text the man",""Alright,","we're","all","set","here,","text","the","man"","Alright, we'r set here, text man"
"ham","Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",""Hi",",","where","are","you?","We're","at","and","they're","not","keen","to","go","out","i","kind","of","am","but","feel","i","shouldn't","so","can","we","go","out","tomo,","don't","mind","do","you?"","Hi , you? We'r they'r keen go kind feel go tomo, mind you?"
"ham","Sleeping nt feeling well","Sleeping,nt,feeling,well","Sleep nt feel well"
"ham","U WILL SWITCH YOUR FONE ON DAMMIT!!","U,WILL,SWITCH,YOUR,FONE,ON,DAMMIT!!","U WILL SWITCH YOUR FONE ON DAMMIT!!"
"ham","India have to take lead:)","India,have,to,take,lead:)","India tak lead:)"
"ham","I.ll post her out l8r. In class","I.ll,post,her,out,l8r.,In,class","I.ll post l8r. In cla"
"ham","Thts wat Wright Brother did to fly..","Thts,wat,Wright,Brother,did,to,fly..","Tht wat Wright Broth fly.."
"ham","Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",""Evening","*","v","good","if","somewhat","event","laden.","Will","fill","you","in,","don't","you","worry","…","Head","*","ok","but","throat","*","wrecked.","See","you","at","six","then!"","Even * v good somewhat event laden. Will fill in, worry … Head * ok throat * wrecked. S six then!"
"ham","If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)","If,u,laugh,really,loud..,If,u,talk,spontaneously..,If,u,dont,care,what,others,feel..,U,are,probably,with,your,dear,&amp;,best,friends..,GOODEVENING,Dear..:)","If u laugh loud.. If u talk spontaneously.. If u dont car oth feel.. U probab dear &amp; b friends.. GOODEVENING Dear..:)"
"ham","ITS A LAPTOP TAKE IT WITH YOU.","ITS,A,LAPTOP,TAKE,IT,WITH,YOU.","ITS A LAPTOP TAKE IT WITH YOU."
"ham","I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.","I,dont,have,any,of,your,file,in,my,bag..i,was,in,work,when,you,called,me.i,'ll,tell,you,if,i,find,anything,in,my,room.","I dont fil bag..i work call me.i 'll tell find anyth room."
"ham","I wan but too early lei... Me outside now wun b home so early... Neva mind then...","I,wan,but,too,early,lei...,Me,outside,now,wun,b,home,so,early...,Neva,mind,then...","I wan ear lei... M outsid wun b hom early... Neva mind then..."
"spam","For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",""For","ur","chance","to","win","a","£250","cash","every","wk","TXT:","ACTION","to","80608.","T's&C's","www.movietrivia.tv","custcare","08712405022,","1x150p/wk"","For ur chanc win £250 cash every wk TXT: ACTION 80608. T's&C' www.movietrivia.tv custcar 08712405022, 1x150p/wk"
"ham","I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?","I,was,at,bugis,juz,now,wat...,But,now,i'm,walking,home,oredi...,Ü,so,late,then,reply...,I,oso,saw,a,top,dat,i,like,but,din,buy...,Where,r,ü,now?","I bugi juz wat... But i'm walk hom oredi... Ü lat ply... I oso saw top dat lik din buy... Wh r ü now?"
"ham","Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",""Wishing","you","and","your","family","Merry","""X""","mas","and","HAPPY","NEW","Year","in","advance.."","Wish fami Merry ""X"" ma HAPPY NEW Year advance.."
"ham","At 7 we will go ok na.","At,7,we,will,go,ok,na.","At 7 go ok na."
"ham","Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)","Yes,I,posted,a,couple,of,pics,on,fb.,There's,still,snow,outside,too.,I'm,just,waking,up,:)","Y I post coupl pic fb. There' still snow outsid too. I'm wak :)"
"ham","S:-)if we have one good partnership going we will take lead:)","S:-)if,we,have,one,good,partnership,going,we,will,take,lead:)","S:-)if on good partnership go tak lead:)"
"spam","RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50","RGENT!,This,is,the,2nd,attempt,to,contact,U!U,have,WON,£1250,CALL,09071512433,b4,050703,T&CsBCM4235WC1N3XX.,callcost,150ppm,mobilesvary.,max£7.,50","RGENT! Thi 2nd attempt contact U!U WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50"
"ham","Yeah, where's your class at?",""Yeah,","where's","your","class","at?"","Yeah, where' cla at?"
"ham","No just send to you. Bec you in temple na.","No,just,send,to,you.,Bec,you,in,temple,na.","No send you. Bec templ na."
"ham","You aren't coming home between class, right? I need to work out and shower!",""You","aren't","coming","home","between","class,","right?","I","need","to","work","out","and","shower!"","You com hom class, right? I n work shower!"
"spam","Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL","Hi,if,ur,lookin,4,saucy,daytime,fun,wiv,busty,married,woman,Am,free,all,next,week,Chat,now,2,sort,time,09099726429,JANINExx,Calls£1/minMobsmoreLKPOBOX177HP51FL","Hi ur lookin 4 saucy daytim fun wiv busty marri woman Am fr next week Chat 2 sort tim 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL"
"ham","S but mostly not like that.","S,but,mostly,not,like,that.","S most lik that."
"ham","Ü v ma fan...","Ü,v,ma,fan...","Ü v fan..."
"ham","Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...","Dunno,cos,i,was,v,late,n,when,i,reach,they,inside,already...,But,we,ate,spageddies,lor...,It's,e,gals,who,r,laughing,at,me,lor...","Dunno co v lat n ach insid already... But at spagedd lor... It' g r laugh lor..."
"ham","Guess who spent all last night phasing in and out of the fourth dimension","Guess,who,spent,all,last,night,phasing,in,and,out,of,the,fourth,dimension","Gu spent last night pha fourth dimen"
"ham","So now my dad is gonna call after he gets out of work and ask all these crazy questions.","So,now,my,dad,is,gonna,call,after,he,gets,out,of,work,and,ask,all,these,crazy,questions.","So dad gonna call get work ask crazy questions."
"ham","Yes..but they said its IT.,",""Yes..but","they","said","its","IT.,"","Yes..but said IT.,"
"ham","Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",""Very","hurting","n","meaningful","lines","ever:","""I","compromised","everything","for","my","love,","But","at","d","end","my","love","compromised","me","for","everything:-(""..","Gud","mornin:-)"","Very hurt n mean lin ever: ""I compromi everyth love, But end lov compromi everything:-("".. Gud mornin:-)"
"ham","Lmao!nice 1","Lmao!nice,1","Lmao!nic 1"
"ham","Glad to see your reply.","Glad,to,see,your,reply.","Glad ply."
"spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only","URGENT!,We,are,trying,to,contact,U.,Todays,draw,shows,that,you,have,won,a,£800,prize,GUARANTEED.,Call,09050001295,from,land,line.,Claim,A21.,Valid,12hrs,only","URGENT! W try contact U. Today draw show £800 pr GUARANTEED. Call 09050001295 land line. Claim A21. Valid 12hr"
"spam","Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.","Monthly,password,for,wap.,mobsi.com,is,391784.,Use,your,wap,phone,not,PC.","Month password wap. mobsi.com 391784. U wap phon PC."
"ham","Nah dub but je still buff","Nah,dub,but,je,still,buff","Nah dub j still buff"
"ham","Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",""Painful","words-","""I","thought","being","Happy","was","the","most","toughest","thing","on","Earth...","But,","the","toughest","is","acting","Happy","with","all","unspoken","pain","inside.."""","Pain words- ""I thought Happy tough th Earth... But, tough act Happy spoken pain inside.."""
